,sent_id,text,Source,Target,Polar_expression,Polarity,Target_matching
929,1661757:3,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",,,,,False
930,1661757:4,I would definitely recommend SEA if you like thai cuisine!,I,SEA,definitely recommend,Positive,False
931,1662726:0,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,we,customer service experience,worst,Positive,True
932,1662726:1,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",,,,,False
933,1662726:2,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently",,,,,False
934,1662726:3,"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",,,,,False
935,1662726:4,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",,staff,not very attentive,Negative,False
936,1662726:4,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",,The service,"poor, restaurant",Positive,False
937,1662726:5,Never again!,,,Never again!,Negative,False
938,1663111:0,I absolutely Loved this place.,I,this place.,Loved,Positive,True
939,1663111:1,"My friends spoke so much about it for months, I finally made the time to come down ear and dine in.",,,,,False
940,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service.",,dishes,good,Positive,True
941,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service.",,dishes,delicious,Positive,True
942,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service.",,dishes,Excellent,Positive,True
943,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service.",,service.,friendly,Positive,True
944,1663111:3,this is can became on e of the NY Italian Food fare institutions.,,,,,False
945,1663111:4,I think that it is absolutely brilliant and well runned business operation.,,it,absolutely brilliant,Positive,False
946,1663111:4,I think that it is absolutely brilliant and well runned business operation.,,it,well runned business operation.,Positive,False
947,1663111:5,The wine list is also really nice.,,The,really nice.,Positive,False
948,1664346:0,A friend from Seattle and I went on a Thursday night around 8:30.,,,,,False
949,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.",,Everything,"wonderful; food, drinks, staff, mileau.",Positive,False
950,1664346:2,I would highly recommend this place!,I,this place!,highly recommend,Positive,True
951,1671113:0,I have been to Casimir over 5 times and I have always had a great time there.,,,,,False
952,1671113:1,The food is great and reasonably priced.,,The food,great,Positive,True
953,1671113:1,The food is great and reasonably priced.,,The food,reasonably priced.,Positive,True
954,1671113:2,"I have tried to make reservations, but both times, the hostess didn't have my name.",,,,,False
955,1671113:3,"If the weather is nice, try to snag an outside table.",,,,,False
956,1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",,the unisex bathroom,needs to be cleaned more often.,Negative,True
957,1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",,The staff,"nice,",Negative,True
958,1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",,The staff,seemed really stressed,Negative,True
959,1700205:0,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,,,,,False
960,1700205:1,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",I,,royalty,Positive,False
961,1700205:1,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",I,,enjoyed,Positive,False
962,1700205:1,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",,,spectacular,Positive,False
963,1700205:2,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",,,,,False
964,1700205:3,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,I,Caviar,recommend,Positive,True
965,1702257:0,Nice Family owned traditional restaurant.,,owned traditional restaurant.,Family,Positive,True
966,1702257:0,Nice Family owned traditional restaurant.,,owned traditional restaurant.,Nice,Positive,True
967,1702257:1,Fresh ingredients and everything is made to order.,,ingredients,made to order.,Positive,True
968,1702257:1,Fresh ingredients and everything is made to order.,,everything,made to order.,Positive,False
969,1702257:2,I was pleasantly surprised to find this gem in Hoboken.,I,this gem,pleasantly surprised,Positive,False
970,1702257:3,Friendly staff that actually lets you enjoy your meal and the company you're with.,,,enjoy,Positive,False
971,1702257:3,Friendly staff that actually lets you enjoy your meal and the company you're with.,,staff,Friendly,Positive,True
972,1706644:0,My friends and I were on vacation in NY and was referred to Chance by a friend.,,,,,False
973,1706644:1,"I found the food to be outstanding, particulary the salmon dish I had.",,,,,False
974,1706644:2,"I also ordered the Change Mojito, which was out of this world.",,,,,False
975,1706644:3,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",,,good.,Positive,False
976,1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",,"patio,",worth,Positive,True
977,1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",,the music,hear well there.,Positive,True
978,1706644:5,"Overall, excellent restaurant!",,,excellent,Positive,False
979,1707201:0,i went to utsav about a yr ago with my family.,,,,,False
980,1707201:1,The food was good.,,The food,good.,Positive,True
981,1707201:2,The place was nice and calm.,,The place,calm.,Positive,True
982,1707201:2,The place was nice and calm.,,The place,nice,Positive,True
983,1707201:3,but the service was a bit slow.,,the service,a bit slow.,Negative,True
984,1707741:0,I work around the corner and tried it with a colleague for the first time.,,it,tried,Positive,False
985,1707741:1,The buffet had a nice selection.,,,nice,Positive,False
986,1707741:2,The food was average or above including some surprising tasty dishes.,,,,,False
987,1707741:3,Service was also very good.,,Service,very good.,Positive,True
988,1707741:4,I would go back.,I,,would go back.,Positive,False
989,1710746:0,I got an excellent piece of cheesecake and we had several other nice pastries.,,,excellent,Positive,False
990,1710746:1,"I would recommend Roxy's for that, but not for their food.",,Roxy's,not for their food.,Negative,False
991,1710746:1,"I would recommend Roxy's for that, but not for their food.",I,Roxy's,recommend,Positive,False
992,1710746:2,My son and his girlfriend both wanted cheeseburgers and they were huge!,,,,,False
993,1710746:3,"But, they were too big for the bun.",,"But, they",too big,Negative,False
994,1710746:4,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",,,,,False
995,1710746:5,Also they were $15 each!,,they,$15 each!,Negative,False
996,1710746:6,I had a huge pastrami sandwich on a roll.,,,,,False
997,1710746:7,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,,,,,False
998,1713185:0,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",,This place,really trendi,Negative,True
999,1713185:1,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",,my food,soo spicy,Negative,True
1000,1713185:2,And the Tom Kha soup was pathetic.,,,,,False
1001,1713185:3,If you want good authentic Thai this place is not the place to go.,,this place,not the place to go.,Negative,False
1002,1718513:0,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",,,,,False
1003,1718513:1,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",,amount of spicy Italian cheese,nice,Positive,True
1004,1718513:1,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",,The pesto pizza,"excellent, thin-crust pizza",Positive,True
1005,1718513:2,"Conveniently located too, being right on Bedford ave.",,"too,",Conveniently located,Positive,False
1006,1718513:2,"Conveniently located too, being right on Bedford ave.",,"too,",right on,Positive,False
1007,1718513:3,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",,THe back garden sitting area,"very pleasant,",Positive,True
1008,1718513:4,I will definetly be going back.,I,,definetly be going back.,Positive,False
1009,1719567:0,We had the lobster sandwich and it was FANTASTIC.,,,,,False
1010,1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",,the portion,fine,Positive,True
1011,1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",,the french fries,the best,Positive,True
