sent_id,text,Source,Target,Polar_expression,Polarity,Target_matching,Type
en_StackRestaurant__Bar_478538111:6,"The pancakes were certainly inventive but $8.50 for 3 - 6"" pancakes (one of them was more like 5"") in the pancake flight (sample of 3 different pancakes) is well over-priced.",,The pancakes,certainly inventive,Negative,TRUE,test
en_StackRestaurant__Bar_478538111:8,"The chips and salsa are so yummy, and the prices are fabulous.",,salsa,"yummy,",Positive,TRUE,test
en_StackRestaurant__Bar_478538239:0,Best Crab Cakes in Town,,Cakes,Best,Positive,TRUE,test
en_StackRestaurant__Bar_478538239:0,Not the biggest portions but adequate.,,portions,Not the biggest,Negative,TRUE,test
en_StackRestaurant__Bar_478538239:0,best honey walnyt prawns that we have every tasted.,,prawns,best,Positive,TRUE,test
en_StackRestaurant__Bar_478538239:11,The staff is pretty friendly.,,The staff,pretty friendly.,Positive,TRUE,test
en_StackRestaurant__Bar_478538239:11,The staff was really friendly.,,The staff,really friendly.,Positive,TRUE,test
en_StackRestaurant__Bar_478538239:11,the staff was very nice and courteous and obviously chinese.,,the staff,very nice,Positive,TRUE,test
en_StackRestaurant__Bar_478538239:15,"Best food, phenominal service",,service,phenominal,Positive,TRUE,test
en_StackRestaurant__Bar_478538239:17,the brocollis were so fresh and tasty.,,the brocollis,tasty.,Positive,TRUE,test
en_StackRestaurant__Bar_478538239:18,The pizza¡¦s are light and scrumptious.,,The pizza¡¦s,scrumptious.,Positive,TRUE,test
en_StackRestaurant__Bar_478538239:19,Try the Chef's Choice for sushi as the smoked yellowtail was incredible and the rolls were also tasty.,,the rolls,tasty.,Positive,TRUE,test
en_StackRestaurant__Bar_478538239:19,The pizza is delicious and the salads are fantastic.,,the salads,fantastic.,Positive,TRUE,test
en_StackRestaurant__Bar_478538239:7,"The wine list is incredible and extensive and diverse, the food is all incredible and the staff was all very nice, good at their jobs and cultured.",,the staff,"very nice, good",Positive,TRUE,test
en_StackRestaurant__Bar_478538239:9,Best Indian food in L.A.,,food,Best,Positive,TRUE,test
en_StackRestaurant__Bar_478538239:9,"Food wise, its ok but a bit pricey for what you get considering the restaurant isn't a fancy place.",,Food,bit pricey,Negative,TRUE,test
